SR,AuthorID,Affiliation,Country
"SHMUELI G, 2016, J BUS RES",ORCID:0000-0002-0820-0301,"NATIONAL TSING HUA UNIVERSITY, TW",TAIWAN (PROVINCE OF CHINA)
"SHARMA P, 2019",ORCID:0000-0002-0820-0301,NO AFFILIATION,NO COUNTRY
"1944- H, 1998",NAME:HAIR_JOSEPH_F_1944-,NO AFFILIATION,NO COUNTRY
"KHURANA I, 2021",ORCID:0000-0002-5997-7006,"BELMONT UNIVERSITY, US",UNITED STATES OF AMERICA
"FELZENSZTEIN C, 2020, J STRATEG MARK",NAME:MARÍA_SOLEDAD_ETCHEBARNE_LÓPEZ,"UNIVERSITY OF CHILE, CL",CHILE
"SIGGELKOW N, 2007, ACAD MANAGE J",ORCID:0000-0001-9606-3150,"CALIFORNIA UNIVERSITY OF PENNSYLVANIA, US",UNITED STATES OF AMERICA
"THOMPSON‐WHITESIDE H, 2018",ORCID:0000-0002-9336-5425,"UNIVERSITY OF PORTSMOUTH, GB",UNITED KINGDOM
"THOMPSON‐WHITESIDE H, 2018",NAME:SARAH_TURNBULL,"UNIVERSITY OF PORTSMOUTH, GB",UNITED KINGDOM
"THOMPSON‐WHITESIDE H, 2018",NAME:LIZA_HOWE-WALSH,"UNIVERSITY OF PORTSMOUTH, GB",UNITED KINGDOM
"WALES W, 2020, STRATEG ENTREP J",ORCID:0000-0003-0148-2841,"UNIVERSITY OF VERMONT, US",UNITED STATES OF AMERICA
"WALES W, 2011",ORCID:0000-0003-0148-2841,"UNIVERSITY OF STRATHCLYDE, GB",UNITED KINGDOM
"NELSON A, 2014",ORCID:0000-0003-0148-2841,"UNIVERSITY OF STRATHCLYDE, GB",UNITED KINGDOM
"KUBBERØD E, 2019, J SMALL BUS ENTERP DEV",ORCID:0000-0002-8108-7587,"NORWEGIAN UNIVERSITY OF LIFE SCIENCES, NO",NORWAY
"KUBBERØD E, 2019, J SMALL BUS ENTERP DEV",ORCID:0000-0003-2325-7899,"NORWEGIAN UNIVERSITY OF LIFE SCIENCES, NO",NORWAY
"BHATLI D, 2012, INT J ENTREPRENEURSHIP SMALL BUS",OA:A5103607545,"GROUPE SUP DE CO MONTPELLIER BUSINESS SCHOOL, MONTPELLIER RESEARCH IN MANAGEMENT, 34185 MONTPELLIER CEDEX 4, 2300, AVENUE DES MOULINS, FRANCE",FRANCE
"BHATLI D, 2012, INT J ENTREPRENEURSHIP SMALL BUS",NAME:KATHERINE_GUNDOLF,"GROUPE SUP DE CO MONTPELLIER BUSINESS SCHOOL, MONTPELLIER RESEARCH IN MANAGEMENT, 34185 MONTPELLIER CEDEX 4, 2300, AVENUE DES MOULINS, FRANCE",FRANCE
"BHATLI D, 2012, INT J ENTREPRENEURSHIP SMALL BUS",OA:A5103607545,"MONTPELLIER BUSINESS SCHOOL, FR",FRANCE
"BHATLI D, 2012, INT J ENTREPRENEURSHIP SMALL BUS",NAME:KATHERINE_GUNDOLF,"MONTPELLIER BUSINESS SCHOOL, FR",FRANCE
"JOHNSON K, 1996, MOD LANG J",ORCID:0000-0002-3935-9067,NO AFFILIATION,NO COUNTRY
"JOHNSON K, 1996, MOD LANG J",NAME:ROBERT_E_STAKE,"UNIVERSITY OF ILLINOIS URBANA-CHAMPAIGN, US",UNITED STATES OF AMERICA
"GATIGNON H, 1997, J MARKETING RES",NAME:JEAN-MARC_XUEREB,NO AFFILIATION,NO COUNTRY
"CARTER M, 2009",NAME:MARTIN_CARTER,"UNIVERSITY OF LEEDS, GB",UNITED KINGDOM
"LISBOA A, 2015, J BUS RES",ORCID:0000-0001-9568-5724,"INSTITUTO POLITÉCNICO DE LEIRIA, PT",PORTUGAL
"LISBOA A, 2013, INT MARK REV",ORCID:0000-0001-9568-5724,"INSTITUTO POLITÉCNICO DE LEIRIA, PT",PORTUGAL
"LISBOA A, 2011, IND MARK MANAGE",ORCID:0000-0001-9568-5724,"INSTITUTO POLITÉCNICO DE LEIRIA, PT",PORTUGAL
"ABU-RUMMAN A, 2021, J INNOV ENTREPRENEURSHIP",ORCID:0000-0002-9967-8318,"GERMAN JORDANIAN UNIVERSITY, JO",JORDAN
"VEM L, 2022",NAME:MACROP_DAVIRENG,"FEDERAL COLLEGE OF EDUCATION, KANO, NG",NIGERIA
"JOCUMSEN G, 2004, EUR J MARK",NAME:GRAHAM_JOCUMSEN,"UNIVERSITY OF SOUTHERN QUEENSLAND, AU",AUSTRALIA
"MANSOUR D, 2017",NAME:HORTÊNSIA_BARANDAS,"UNIVERSIDADE DO PORTO, PT",PORTUGAL
"FOSS N, 2008, STRATEG ENTREP J",ORCID:0000-0003-3340-9841,NO AFFILIATION,NO COUNTRY
"KOR Y, 2001, ACAD MANAGE REV",ORCID:0000-0003-3340-9841,NO AFFILIATION,NO COUNTRY
"KOR Y, 2005, STRATEG MANAGE J",ORCID:0000-0003-3340-9841,NO AFFILIATION,NO COUNTRY
"BROCKMAN B, 2012, J SMALL BUS MANAGE",ORCID:0000-0002-0321-3402,"UNIVERSITY OF TENNESSEE AT CHATTANOOGA, US",UNITED STATES OF AMERICA
"SMITH J, 2007",ORCID:0000-0003-1067-7026,"UNIVERSITY OF VICTORIA, CA",CANADA
"MAINPRIZE B, 2003",ORCID:0000-0003-1067-7026,NO AFFILIATION,NO COUNTRY
"HÜBER F, 2001, J CONSUM MARK",ORCID:0000-0002-8886-0894,"JOHANNES GUTENBERG UNIVERSITY MAINZ, DE",GERMANY
"PERREN L, 2004",ORCID:0000-0001-6228-1520,"DE MONTFORT UNIVERSITY, GB",UNITED KINGDOM
"JONES T, 2012, URBAN STUD",ORCID:0000-0001-6228-1520,"DE MONTFORT UNIVERSITY, GB",UNITED KINGDOM
"EDWARDS P, 2006, J MANAGE STUD",ORCID:0000-0001-6228-1520,"DE MONTFORT UNIVERSITY, GB",UNITED KINGDOM
"JONES T, 2007",ORCID:0000-0001-6228-1520,"DE MONTFORT UNIVERSITY, GB",UNITED KINGDOM
"RAM M, 2008",ORCID:0000-0001-6228-1520,"DE MONTFORT UNIVERSITY, GB",UNITED KINGDOM
"JONES T, 2014, ENTREP REGION DEV",ORCID:0000-0001-6228-1520,"UNIVERSITY OF BIRMINGHAM, GB",UNITED KINGDOM
"FELZENSZTEIN C, 2020, J STRATEG MARK",ORCID:0000-0002-7171-6861,"MASSEY UNIVERSITY, NZ",NEW ZEALAND
"HITT M, 2001, STRATEG MANAGE J",NAME:S_MICHAEL_CAMP,"EWING MARION KAUFFMAN FOUNDATION, US",UNITED STATES OF AMERICA
"KALINIĆ I, 2013, INT BUS REV",ORCID:0000-0001-9135-0150,"UNIVERSITY OF GRONINGEN, NL",NETHERLANDS
"KALINIĆ I, 2013, INT BUS REV",NAME:CIPRIANO_FORZA,"UNIVERSITY OF PADUA, IT",ITALY
"OGBARI M, 2019",ORCID:0000-0002-8086-4460,NO AFFILIATION,NO COUNTRY
"OGBARI M, 2019",ORCID:0000-0001-5790-3508,NO AFFILIATION,NO COUNTRY
"OGBARI M, 2019",NAME:AYODOTUN_STEPHEN_IBIDUNNI,NO AFFILIATION,NO COUNTRY
"OGBARI M, 2019",NAME:JAMES_NWONYE,NO AFFILIATION,NO COUNTRY
"OGBARI M, 2019",NAME:CHINENYE_AKPOANU,NO AFFILIATION,NO COUNTRY
"OTCHIA C, 2019",ORCID:0000-0003-1471-8630,NO AFFILIATION,NO COUNTRY
"LLOYD R, 2019",ORCID:0000-0002-8149-7949,"FORT HAYS STATE UNIVERSITY, US",UNITED STATES OF AMERICA
"LLOYD R, 2019",ORCID:0000-0002-6526-4408,"FORT HAYS STATE UNIVERSITY, US",UNITED STATES OF AMERICA
"LLOYD R, 2019",NAME:JAMES_A_HYATT,"FORT HAYS STATE UNIVERSITY, US",UNITED STATES OF AMERICA
"LLOYD R, 2019",NAME:ADDISON_TRITT,"FORT HAYS STATE UNIVERSITY, US",UNITED STATES OF AMERICA
"FÜRST A, 2023, J ACAD MARKET SCI",ORCID:0000-0002-0910-3896,"UNIVERSITY OF EASTERN FINLAND, FI",FINLAND
"HELFAT C, 2023, STRATEG MANAGE J",ORCID:0000-0003-1455-6897,"UNIVERSITY OF MINNESOTA, US",UNITED STATES OF AMERICA
"HELFAT C, 2023, STRATEG MANAGE J",ORCID:0000-0002-1380-3385,"HEC PARIS, FR",FRANCE
"ENGEL Y, 2016, J BUS VENTUR",ORCID:0000-0003-3084-9278,"UNIVERSITY OF AMSTERDAM, NL",NETHERLANDS
"DEAN T, 1998, STRATEG MANAGE J",ORCID:0000-0001-5675-2226,"KNOXVILLE COLLEGE, US",UNITED STATES OF AMERICA
"CABALLERO‐MORALES S, 2021, RES INT BUS FINANCE",ORCID:0000-0002-9986-7768,"UNIVERSIDAD POPULAR AUTÓNOMA DEL ESTADO DE PUEBLA, MX",MEXICO
"CHIN W, 2003, INFORM SYST RES",NAME:BARBARA_L_MARCOLIN,"UNIVERSITY OF CALGARY, CA",CANADA
"CHIN W, 2003, INFORM SYST RES",NAME:PETER_R_NEWSTED,"ATHABASCA UNIVERSITY, CA",CANADA
"FÜRST A, 2023, J ACAD MARKET SCI",NAME:JANA‐KRISTIN_PRIGGE,"UNIVERSITY OF WÜRZBURG, DE",GERMANY
"LIU C, 2020, INT MARK REV",ORCID:0000-0002-3250-2553,"NATIONAL TAIWAN UNIVERSITY, TW",TAIWAN (PROVINCE OF CHINA)
"LIU C, 2011, J BUS RES",ORCID:0000-0002-8800-3112,"CENTRAL UNIVERSITY OF FINANCE AND ECONOMICS, CN",CHINA
"ZHANG Z, 2022",ORCID:0000-0002-3250-2553,"CHINA NATIONAL ENVIRONMENTAL MONITORING CENTER, CN",CHINA
"CHEN W, 2019, IEEE INTERNET THINGS J",ORCID:0000-0002-3250-2553,"NATIONAL YANG MING CHIAO TUNG UNIVERSITY, TW",TAIWAN (PROVINCE OF CHINA)
"HORNG J, 2011, SERV IND J",ORCID:0000-0002-3250-2553,"SHIH CHIEN UNIVERSITY, TW",TAIWAN (PROVINCE OF CHINA)
"CHOU S, 2020",ORCID:0000-0002-3250-2553,NATIONAL KAOHSIUNG UNIVERSITY OF SCIENCE AND TECHNOLOGY,NO COUNTRY
"VENKATRAMANN., 1989, MANAGE SCI",NAME:VENKATRAMANN,NO AFFILIATION,NO COUNTRY
"LOBO G, 1992, INT J FORECAST",ORCID:0000-0002-4644-5633,"SYRACUSE UNIVERSITY, US",UNITED STATES OF AMERICA
"PAGE S, 1999, TOUR MANAG",NAME:PIP_FORER,"UNIVERSITY OF AUCKLAND, NZ",NEW ZEALAND
"PAGE S, 1999, TOUR MANAG",NAME:GLENDA_R_LAWTON,"MASSEY UNIVERSITY, NZ",NEW ZEALAND
"SILK A, 1982, J MARKETING RES",NAME:ALVIN_J_SILK,"MASSACHUSETTS INSTITUTE OF TECHNOLOGY, US",UNITED STATES OF AMERICA
"COPLEY P, 2013",ORCID:0000-0001-5848-9759,NO AFFILIATION,NO COUNTRY
"HENRY C, 2005",ORCID:0000-0002-4172-5695,NO AFFILIATION,NO COUNTRY
"HENRY C, 2005",ORCID:0000-0002-4172-5695,"DUNDALK INSTITUTE OF TECHNOLOGY, IE",IRELAND
"HENRY C, 2020, ENTREP REGION DEV",ORCID:0000-0002-4172-5695,"UIT THE ARCTIC UNIVERSITY OF NORWAY, NO",NORWAY
"HENRY C, 2022",ORCID:0000-0002-4172-5695,"DUNDALK INSTITUTE OF TECHNOLOGY, IE",IRELAND
"HENRY C, 2015, J SMALL BUS MANAGE",ORCID:0000-0002-4172-5695,"RUSSIAN STATE AGRARIAN CORRESPONDENCE UNIVERSITY, RU",RUSSIAN FEDERATION
"HENRY C, 2015",ORCID:0000-0002-4172-5695,"UIT THE ARCTIC UNIVERSITY OF NORWAY, NO",NORWAY
"HENRY C, 2015, INT J ENTREP BEHAV RES",ORCID:0000-0002-4172-5695,"DUNDALK INSTITUTE OF TECHNOLOGY, IE",IRELAND
"HENRY C, 2005",ORCID:0000-0003-0601-6233,NO AFFILIATION,NO COUNTRY
"HENRY C, 2005",ORCID:0000-0003-0601-6233,"QUEEN'S UNIVERSITY BELFAST, GB",UNITED KINGDOM
"LEITCH C, 2017",ORCID:0000-0003-0601-6233,"LANCASTER UNIVERSITY, GB",UNITED KINGDOM
"HARRISON R, 2005",ORCID:0000-0003-0601-6233,"QUEEN'S UNIVERSITY BELFAST, GB",UNITED KINGDOM
"KIM W, 2004",NAME:W_CHAN_KIM,"INSEAD, FR",FRANCE
"KIM W, 2005, J BUS STRATEGY",NAME:W_CHAN_KIM,"UNIVERSIDAD NACIONAL DE EDUCACIÓN A DISTANCIA, ES",SPAIN
"KIM W, 2005, CALIF MANAGE REV",NAME:W_CHAN_KIM,NO AFFILIATION,NO COUNTRY
"KIM W, 2004",NAME:RENÉE_MAUBORGNE,NO AFFILIATION,NO COUNTRY
"KIM W, 2005, J BUS STRATEGY",NAME:RENÉE_MAUBORGNE,"UNIVERSIDAD NACIONAL DE EDUCACIÓN A DISTANCIA, ES",SPAIN
"KIM W, 2005, CALIF MANAGE REV",NAME:RENÉE_MAUBORGNE,NO AFFILIATION,NO COUNTRY
"GHODS M, 2019",ORCID:0000-0002-3540-9362,"UNIVERSITY OF TEHRAN, IR",IRAN (ISLAMIC REPUBLIC OF)
"AMIN M, 2016",NAME:ABDULLAH_M_ALDAKHIL,"UNIVERSITY OF BUSINESS AND TECHNOLOGY, SA",SAUDI ARABIA
"AMIN M, 2016",NAME:AZNUR_HAFEEZ_BIN_KASWURI,"INTERNATIONAL UNIVERSITY COLLEGE OF TECHNOLOGY, MY",MALAYSIA
"ASAD M, 2023, J INNOV ENTREPRENEURSHIP",ORCID:0000-0002-6169-4435,"NORTHERN UNIVERSITY OF MALAYSIA, MY",MALAYSIA
"ASAD M, 2021, INT J OCCUP SAF ERGO",ORCID:0000-0002-6169-4435,"NORTHERN UNIVERSITY OF MALAYSIA, MY",MALAYSIA
"ASIF M, 2021",ORCID:0000-0002-6169-4435,"NORTHERN UNIVERSITY OF MALAYSIA, MY",MALAYSIA
"KHAN A, 2021",ORCID:0000-0002-6169-4435,"NORTHERN UNIVERSITY OF MALAYSIA, MY",MALAYSIA
"SATAR M, 2024",ORCID:0000-0002-6169-4435,"NORTHERN UNIVERSITY OF MALAYSIA, MY",MALAYSIA
"ASAD M, 2024",ORCID:0000-0002-6169-4435,"NORTHERN UNIVERSITY OF MALAYSIA, MY",MALAYSIA
"SINKOVICS R, 2012, MANAGE INT REV",ORCID:0000-0003-2921-1808,"UNIVERSITY OF MANCHESTER, GB",UNITED KINGDOM
"VOOLA R, 2010, EUR J MARK",ORCID:0000-0002-7016-5228,"UNIVERSITY OF SYDNEY, AU",AUSTRALIA
"YAN Y, 2019, LONG RANGE PLANN",ORCID:0000-0002-3360-2599,"RENMIN UNIVERSITY OF CHINA, CN",CHINA
"YAN Y, 2019, LONG RANGE PLANN",ORCID:0000-0003-1636-0994,"WHU – OTTO BEISHEIM SCHOOL OF MANAGEMENT, DE",GERMANY
"EVERS N, 2012, J INT MARKETING",ORCID:0000-0002-5182-8217,"UNIVERSITY OF SOUTHERN DENMARK, DK",DENMARK
"DEAN T, 1998, STRATEG MANAGE J",ORCID:0000-0002-2294-5721,"UNIVERSITY OF WYOMING, US",UNITED STATES OF AMERICA
"DEAN T, 1998, STRATEG MANAGE J",NAME:CHARLES_E_BAMFORD,"TEXAS CHRISTIAN UNIVERSITY, US",UNITED STATES OF AMERICA
"CHETTY S, 2003, INT BUS REV",NAME:HEATHER_IM_WILSON,"UNIVERSITY OF AUCKLAND, NZ",NEW ZEALAND
"WYNN M, 2018, INT J ENTREPRENEURSHIP INNOV",ORCID:0000-0001-7619-6079,"UNIVERSITY OF GLOUCESTERSHIRE, GB",UNITED KINGDOM
"NAHAPIET J, 1998, ACAD MANAGE REV",NAME:JANINE_NAHAPIET,"ETON COLLEGE, GB",UNITED KINGDOM
"NAHAPIET J, 1998, ACAD MANAGE REV",NAME:JANINE_NAHAPIET,NO AFFILIATION,NO COUNTRY
"NAHAPIET J, 1998, ACAD MANAGE REV",NAME:SUMANTRA_GHOSHAL,"LONDON BUSINESS SCHOOL, GB",UNITED KINGDOM
"NAHAPIET J, 1998, ACAD MANAGE REV",NAME:SUMANTRA_GHOSHAL,NO AFFILIATION,NO COUNTRY
"RAMOS S, 2016",NAME:SOFIA_VICTORIA_RAMOS,NO AFFILIATION,NO COUNTRY
"AYUSO S, 2017, CORP SOC RESP ENV MA",ORCID:0000-0002-7769-6187,"POMPEU FABRA UNIVERSITY, ES",SPAIN
"AYUSO S, 2017, CORP SOC RESP ENV MA",ORCID:0000-0002-0657-9450,"UNIVERSITY OF THE VALLEY OF ATEMAJAC, MX",MEXICO
"ZHAO E, 2019, J BUS VENTUR",ORCID:0000-0003-0371-8993,"UNIVERSITY OF ALBERTA, CA",CANADA
"MARTENS M, 2007, ACAD MANAGE J",ORCID:0000-0003-0371-8993,"UNIVERSITY OF ALBERTA, CA",CANADA
"JOENSUU‐SALO S, 2022, J RES MARK ENTREP",ORCID:0000-0002-6704-0918,"SEINÄJOKI UNIVERSITY OF APPLIED SCIENCES, FI",FINLAND
"HACHANA R, 2018",ORCID:0000-0002-1353-7224,"MANOUBA UNIVERSITY, TN",TUNISIA
"HACHANA R, 2018",ORCID:0000-0001-8406-9678,"TUNIS UNIVERSITY, TN",TUNISIA
"HACHANA R, 2018",ORCID:0000-0002-6216-1104,"PARIS SCHOOL OF BUSINESS, FR",FRANCE
"GÖSSLING S, 2020, J SUSTAIN TOUR",ORCID:0000-0003-0505-9207,"VESTLANDSFORSKING, NO",NORWAY
"GÖSSLING S, 2020, J SUSTAIN TOUR",ORCID:0000-0001-7825-9301,"UNIVERSITY OF WATERLOO, CA",CANADA
"GRIFFIN T, 1999, PSYCHOL MARKET",NAME:THOMAS_F_GRIFFIN,"AUBURN UNIVERSITY AT MONTGOMERY, US",UNITED STATES OF AMERICA
"PRASHANTHAM S, 2018",NAME:KUMAR_KOTHANDARAMAN,NO AFFILIATION,NO COUNTRY
"FREEMAN S, 2006, J INT MARKETING",NAME:BILL_SCHRODER,"MONASH UNIVERSITY, AU",AUSTRALIA
"ZHOU K, 2008, STRATEG MANAGE J",ORCID:0000-0003-4580-9607,"WUHAN UNIVERSITY, CN",CHINA
"WANG G, 2015, J BUS RES",ORCID:0000-0003-4580-9607,"CITY UNIVERSITY OF HONG KONG, HK",HONG KONG
"WEI Y, 2012, J PROD INNOVAT MANAG",ORCID:0000-0003-4580-9607,"WUHAN UNIVERSITY, CN",CHINA
"BÜRGEL O, 2000, J INT MARKETING",ORCID:0000-0001-6378-6256,"LONDON BUSINESS SCHOOL, GB",UNITED KINGDOM
"BÜRGEL O, 2000, J INT MARKETING",NAME:GORDON_MURRAY,"ENTREPRENEURIAL ECOSYSTEMS, US",UNITED STATES OF AMERICA
"DOWNING S, 2005",NAME:STEPHEN_DOWNING,"HENLEY COLLEGE, GB",UNITED KINGDOM
"SCHMID S, 2010, INT BUS REV",ORCID:0000-0002-4277-1116,"ESCP BUSINESS SCHOOL, DE",GERMANY
"SCHMID S, 2010, INT BUS REV",NAME:THOMAS_KOTULLA,"ESCP BUSINESS SCHOOL, DE",GERMANY
"BAIRD I, 1985, ACAD MANAGE REV",ORCID:0000-0003-2010-2031,"BALL STATE UNIVERSITY, US",UNITED STATES OF AMERICA
"BAIRD I, 1985, ACAD MANAGE REV",ORCID:0000-0003-2010-2031,NO AFFILIATION,NO COUNTRY
"MAKMUR N, 2018",ORCID:0000-0001-5419-6078,"UNIVERSITY OF NORTH SUMATRA, ID",INDONESIA
"MAKMUR N, 2018",NAME:YASMIN_CHAIRUNISA,NO AFFILIATION,NO COUNTRY
"HUGHES M, 2020, LONG RANGE PLANN",ORCID:0000-0002-7164-0406,"NATIONAL TAIWAN UNIVERSITY OF SCIENCE AND TECHNOLOGY, TW",TAIWAN (PROVINCE OF CHINA)
"CHANG Y, 2022",ORCID:0000-0002-7769-2194,"YU DA UNIVERSITY, TW",TAIWAN (PROVINCE OF CHINA)
"HUGHES M, 2021, STRATEG ENTREP J",ORCID:0000-0003-4276-9603,"NATIONAL TAIWAN UNIVERSITY OF SCIENCE AND TECHNOLOGY, TW",TAIWAN (PROVINCE OF CHINA)
"KUANG D, 2021",ORCID:0000-0001-6872-8020,"BEIJING INSTITUTE OF TECHNOLOGY, CN",CHINA
"WANG X, 2023",ORCID:0000-0003-0428-1666,"DHURAKIJ PUNDIT UNIVERSITY, TH",THAILAND
"SUN Y, 2022, SYST RES BEHAV SCI",ORCID:0000-0001-9873-1626,"HANGZHOU DIANZI UNIVERSITY, CN",CHINA
"BÉLANGER D, 2010, ETHN RACIAL STUD",ORCID:0000-0002-1287-2741,"SCHLUMBERGER (IRELAND), IE",IRELAND
"WANG H, 2020",ORCID:0000-0002-4507-4201,"FENG CHIA UNIVERSITY, TW",TAIWAN (PROVINCE OF CHINA)
"CZAKON W, 2016, IND MARK MANAGE",ORCID:0000-0002-8329-0829,"UNIVERSITY OF ECONOMICS IN KATOWICE, PL",POLAND
"CZERNEK K, 2017",ORCID:0000-0002-8329-0829,"JAGIELLONIAN UNIVERSITY, PL",POLAND
"CZAKON W, 2019, LONG RANGE PLANN",ORCID:0000-0002-8329-0829,"JAGIELLONIAN UNIVERSITY, PL",POLAND
"STINCHCOMBE A, 2004",NAME:ARTHUR_L_STINCHCOMBE,NO AFFILIATION,NO COUNTRY
"PRAHALAD C, 2006",ORCID:0009-0002-6668-4196,"UNIVERSITY OF MICHIGAN–ANN ARBOR, US",UNITED STATES OF AMERICA
"HAMEL G, 1991",ORCID:0009-0002-6668-4196,NO AFFILIATION,NO COUNTRY
"HAMEL G, 1993",ORCID:0009-0002-6668-4196,NO AFFILIATION,NO COUNTRY
"BRUSH C, 2018, SMALL BUS ECON",ORCID:0000-0003-4831-9523,"BENTLEY UNIVERSITY, US",UNITED STATES OF AMERICA
"MANOLOVA T, 2009, J WORLD BUS",ORCID:0000-0003-4831-9523,"BENTLEY UNIVERSITY, US",UNITED STATES OF AMERICA
"MANOLOVA T, 2020",ORCID:0000-0003-4831-9523,"BENTLEY UNIVERSITY, US",UNITED STATES OF AMERICA
"MANOLOVA T, 2008",ORCID:0000-0003-4831-9523,"BENTLEY UNIVERSITY, US",UNITED STATES OF AMERICA
"MANOLOVA T, 2002",ORCID:0000-0003-4831-9523,NO AFFILIATION,NO COUNTRY
"HAUSER A, 2019, SMALL BUS ECON",NAME:STEFAN_GÜLDENBERG,"UNIVERSITY OF LIECHTENSTEIN, LI",LIECHTENSTEIN
"EGGERS F, 2012, J WORLD BUS",NAME:STEFAN_GÜLDENBERG,"UNIVERSITY OF LIECHTENSTEIN, LI",LIECHTENSTEIN
"GELDÉS C, 2017, J BUS IND MARK",ORCID:0000-0003-2391-1854,"UNIVERSITY OF LA SERENA, CL",LAO PEOPLE'S DEMOCRATIC REPUBLIC
"GELDÉS C, 2014, J BUS RES",ORCID:0000-0003-2391-1854,"UNIVERSITY OF LA SERENA, CL",LAO PEOPLE'S DEMOCRATIC REPUBLIC
"BELK R, 1989, J CONSUM RES",ORCID:0000-0001-6674-9792,NO AFFILIATION,NO COUNTRY
"BELK R, 1995, J ECON PSYCHOL",ORCID:0000-0001-6674-9792,"UNIVERSITY OF UTAH, US",UNITED STATES OF AMERICA
"BELK R, 2009",ORCID:0000-0001-6674-9792,"UNIVERSITY OF UTAH, US",UNITED STATES OF AMERICA
"NGUYEN T, 2011",ORCID:0000-0001-6674-9792,"YORK UNIVERSITY, CA",CANADA
"DWIVEDI Y, 2022, PSYCHOL MARKET",ORCID:0000-0001-6674-9792,"YORK UNIVERSITY, CA",CANADA
"SONG S, 2022",ORCID:0000-0003-3788-6135,"UNIVERSITY OF MINNESOTA, US",UNITED STATES OF AMERICA
"HAN J, 2001, J MARKETING",ORCID:0000-0003-3409-0932,"SEJONG UNIVERSITY, KR",KOREA (THE REPUBLIC OF)
"CHOI Y, 2016",ORCID:0000-0003-3409-0932,NO AFFILIATION,NO COUNTRY
"KIM H, 2013",ORCID:0000-0003-3409-0932,"KOREA UNIVERSITY, KR",KOREA (THE REPUBLIC OF)
"SONG J, 2012, HUM RESOUR DEV Q",ORCID:0000-0003-3409-0932,"OKLAHOMA STATE UNIVERSITY, US",UNITED STATES OF AMERICA
"ALABDULJADER N, 2018",NAME:GEORGE_T_SOLOMON,NO AFFILIATION,NO COUNTRY
"DICKSON P, 2008, J SMALL BUS ENTERP DEV",NAME:GEORGE_T_SOLOMON,"GEORGE WASHINGTON UNIVERSITY, US",UNITED STATES OF AMERICA
"GIELNIK M, 2016, J SMALL BUS MANAGE",ORCID:0000-0002-8234-4071,"LEUPHANA UNIVERSITY OF LÜNEBURG, DE",GERMANY
"GIELNIK M, 2010, J BUS VENTUR",ORCID:0000-0002-8234-4071,"LEUPHANA UNIVERSITY OF LÜNEBURG, DE",GERMANY
"FRESÉ M, 2022",ORCID:0000-0002-8234-4071,"LEUPHANA UNIVERSITY OF LÜNEBURG, DE",GERMANY
"GIELNIK M, 2012, APPL PSYCHOL",ORCID:0000-0002-8234-4071,"NATIONAL UNIVERSITY OF SINGAPORE, SG",SINGAPORE
"FRESÉ M, 2014",ORCID:0000-0002-8234-4071,"NATIONAL UNIVERSITY OF SINGAPORE, SG",SINGAPORE
"RUSSELL R, 2004, ANN TOUR RES",ORCID:0000-0003-0578-8119,"RMIT UNIVERSITY, AU",AUSTRALIA
"RUSSELL R, 1999, TOUR MANAG",ORCID:0000-0003-0578-8119,"GRIFFITH UNIVERSITY, AU",AUSTRALIA
"VOGEL R, 2012, INT J MANAG REV",ORCID:0000-0002-1361-5085,"ZEPPELIN UNIVERSITÄT GEMEINNÜTZIGE GMBH, DE",GERMANY
"VOGEL R, 2014, PUBLIC MANAG REV",ORCID:0000-0002-1361-5085,"ZEPPELIN UNIVERSITÄT GEMEINNÜTZIGE GMBH, DE",GERMANY
"RUNGSITHONG R, 2024, J BUS IND MARK",ORCID:0000-0002-3253-9364,"WESTERN UNIVERSITY, CA",CANADA
"MEYER K, 2010, J MANAGE STUD",ORCID:0000-0002-3253-9364,"UNIVERSITY OF BATH, GB",UNITED KINGDOM
"YANG W, 2019, IND MARK MANAGE",ORCID:0000-0002-3253-9364,"WESTERN UNIVERSITY, CA",CANADA
"MEYER K, 1996",ORCID:0000-0002-3253-9364,NO AFFILIATION,NO COUNTRY
"ROSENBUSCH N, 2018, J MANAGE STUD",ORCID:0000-0002-3253-9364,"WESTERN UNIVERSITY, CA",CANADA
"GRUBER M, 2003, INT J TECHNOL MANAGE",ORCID:0000-0002-2500-1347,"LUDWIG-MAXIMILIANS-UNIVERSITÄT MÜNCHEN, DE",GERMANY
"GRUBER M, 2010, J MANAGE",ORCID:0000-0002-2500-1347,"ÉCOLE POLYTECHNIQUE FÉDÉRALE DE LAUSANNE, CH",SWITZERLAND
"GRUBER M, 2005",ORCID:0000-0002-2500-1347,NO AFFILIATION,NO COUNTRY
"PETTY J, 2009, J BUS VENTUR",ORCID:0000-0002-2500-1347,"ÉCOLE POLYTECHNIQUE FÉDÉRALE DE LAUSANNE, CH",SWITZERLAND
"FRANKE N, 2008",ORCID:0000-0002-2500-1347,NO AFFILIATION,NO COUNTRY
"FRANKE N, 2005, J BUS VENTUR",ORCID:0000-0002-2500-1347,"ÉCOLE POLYTECHNIQUE FÉDÉRALE DE LAUSANNE, CH",SWITZERLAND
"SHEPHERD D, 2020",ORCID:0000-0002-2500-1347,"ÉCOLE POLYTECHNIQUE FÉDÉRALE DE LAUSANNE, CH",SWITZERLAND
"WELTER F, 2008",ORCID:0000-0003-4831-9523,"ENTREPRENEURSHIP AND SMALL BUSINESS RESEARCH INSTITUTE, SE",SWEDEN
